product_id,product_code,product_name,generic_name,division,therapeutic_area,dosage_form,strength,pack_size,mrp,launch_date,manufacturing_site,is_cold_chain,tax_percent,status,created_at,updated_at,source_system,batch_id,ad_hoc_attribute
P200653,PRD5653,CardioZen Plus,Pembrolizumab,Cardio,Cardiology,Injection,10 mg,10 ml,"2,421.93",2025-06-12,Pune,N,12,Active,2023-06-29 09:51:11,2025-02-13 23:05:26,CRM,BATCH_20260313_001,
P200654,PRD5654,GastroEase,Metformin,Gastro,Gastroenterology,Tablet,500 mg,,"2,752.22",2025-02-04,Ahmedabad,N,5,Active,2024-08-17 08:13:52,2025-03-24 23:49:36,SFA App,BATCH_20260313_003,
P200655,PRD5655,NEUROCALM,Azithromycin,Neuro,Neurology,Inhaler,10 mg,1x15,"9,064.11",2025-11-14,Ahmedabad,Y,12,Active,2025-11-07 01:54:40,2025-09-17 14:58:34,Legacy ERP,BATCH_20260313_003,Special Tender
P200656,PRD5656,GlucoFree DS,Clobetasol,Diabetes,Endocrinology,Capsule,5 mg,,472.48,2014-03-24,Vizag,N,5,Active,2023-10-15 10:32:46,2025-08-06 20:30:59,SFA App,BATCH_20260313_002,Promo Pack
P200657,PRD5657,GastroEase OD,Gabapentin,Gastro,Gastroenterology,Injection,20 mg,60 ml,"2,411.23",2012-09-14,Ahmedabad,Y,5,Active,2024-08-10 12:22:41,2026-02-08 21:26:54,Legacy ERP,BATCH_20260313_001,Promo Pack
P200658,PRD5658,NeuroCalm,Azithromycin,Neuro,Neurology,Syrup,250 mg,10 ml,"3,119.67",2014-07-03,Baddi,N,5,Active,2025-10-20 12:36:43,2025-07-17 11:45:52,Legacy ERP,BATCH_20260313_003,Special Tender
P200659,PRD5659,DermaSoft Plus,Budesonide,Dermatology,Dermatology,Inhaler,500 mg,10 ml,"7,339.48",2010/12/09,Ahmedabad,N,18,Active,2023-10-14 02:00:36,2025-03-23 05:56:08,Legacy ERP,BATCH_20260313_001,Promo Pack
P200660,PRD5660,DermaSoft MR,Budesonide,Dermatology,Dermatology,Injection,20 mg,10 ml,"2,298.70",2024-03-20,Baddi,N,5,Active,2025-05-29 09:13:03,2025-04-05 19:54:30,SAP,BATCH_20260313_003,
P200661,PRD5661,PulmoAir DS,Pembrolizumab,Respiratory,Pulmonology,Tablet,500 mg,,"7,684.70",2014-01-05,Hyderabad,N,18,Active,2023-11-09 05:38:40,2025-07-09 01:05:45,Legacy ERP,BATCH_20260313_003,Special Tender
P200662,PRD5662,OncoRelief Plus,Clobetasol,Oncology,Oncology,Capsule,100 mg,1x30,"9,076.85",2020-05-03,Hyderabad,N,12,Active,2023-02-19 01:28:32,2025-03-21 09:19:25,SFA App,BATCH_20260313_002,Special Tender
P200663,PRD5663,NeuroCalm DS,Atorvastatin,Neuro,Neurology,Inhaler,250 mg,60 ml,"6,259.24",2019-09-05,Ahmedabad,Y,18,Active,2023-02-03 16:20:21,2025-10-24 05:21:50,SFA App,BATCH_20260313_001,Imported
P200664,PRD5664,InfecCure OD,Pembrolizumab,Anti-Infective,Infectious Disease,Capsule,500 mg,1x15,"7,673.89",2018-07-13,Vizag,Y,12,Active,2024-09-14 22:52:56,2025-07-31 17:52:45,CRM,BATCH_20260313_002,
P200665,PRD5665,NeuroCalm DS,Gabapentin,Neuro,Neurology,Inhaler,50 mg,1x15,"8,651.85",2025-01-26,Ahmedabad,Y,5,Active,2024-09-02 19:46:47,2025-07-17 02:34:03,SFA App,BATCH_20260313_003,Special Tender
P200666,PRD5666,OncoRelief MR,Azithromycin,Oncology,Oncology,Ointment,100 mg,5 vials,"2,710.38",2018-08-30,Pune,Y,5,Active,2025-01-07 02:33:27,2025-11-15 22:20:26,SAP,BATCH_20260313_001,Promo Pack
P200667,PRD5667,NeuroCalm MR,Budesonide,Neuro,Neurology,Suspension,5 mg,5 vials,"2,472.46",12/02/2022,Goa,Y,12,Active,2023-05-20 04:41:53,2026-02-09 06:31:31,CRM,BATCH_20260313_003,Imported
P200668,PRD5668,CardioZen,Atorvastatin,Cardio,Cardiology,Tablet,5 mg,5 vials,984.32,2013-07-16,Hyderabad,Y,5,Active,2024-05-07 18:06:23,2025-03-19 06:04:59,CRM,BATCH_20260313_001,Special Tender
P200669,PRD5669,PulmoAir Forte,Pembrolizumab,Respiratory,Pulmonology,Tablet,250 mg,1x10,491.14,2010-02-09,Goa,N,12,Active,2023-08-19 05:39:22,2025-11-06 00:57:54,CRM,BATCH_20260313_001,Special Tender
P200670,PRD5670,InfecCure OD,Atorvastatin,Anti-Infective,Infectious Disease,Tablet,250 mg,1x30,"6,813.01",2022-11-26,Vizag,Y,12,Active,2024-12-02 06:52:48,2025-03-31 09:54:19,CRM,BATCH_20260313_002,Legacy SKU
P200671,PRD5671,InfecCure Plus,Azithromycin,Anti-Infective,Infectious Disease,Syrup,5 mg,1x30,"1,175.21",2017-01-04,Vizag,Y,18,Active,2025-07-15 00:08:30,2025-03-14 17:11:57,SAP,BATCH_20260313_002,
P200672,PRD5672,cardiozen,Gabapentin,Cardio,Cardiology,Inhaler,100 mg,1x15,"6,335.03",28-08-2021,Hyderabad,Y,12,Active,2023-01-26 00:23:55,2025-11-04 22:13:11,Legacy ERP,BATCH_20260313_003,
P200673,PRD5673,PulmoAir,Azithromycin,Respiratory,Pulmonology,Injection,10 mg,100 ml,"1,491.78",2017-11-09,Hyderabad,Y,5,Active,2025-06-13 14:36:22,2026-01-07 09:10:33,CRM,BATCH_20260313_001,Special Tender
P200674,PRD5674,InfecCure Plus,Metformin,Anti-Infective,Infectious Disease,Tablet,250 mg,1x10,"9,724.65",2011-11-15,Vizag,N,18,Active,2023-01-15 05:20:06,2025-06-20 06:32:25,Legacy ERP,BATCH_20260313_001,Special Tender
P200675,PRD5675,InfecCure Plus,Gabapentin,Anti-Infective,Infectious Disease,Tablet,10 mg,5 vials,"7,956.85",2013-10-29,Hyderabad,Y,12,Discontinued,2023-01-25 11:50:12,2025-02-09 19:33:17,SAP,BATCH_20260313_001,Promo Pack
P200676,PRD5676,CardioZen Forte,Clobetasol,Cardio,Cardiology,Capsule,50 mg,1x30,"4,093.10",2010-01-22,Baddi,Y,12,Active,2025-06-12 14:39:31,2025-01-26 23:00:35,CRM,BATCH_20260313_001,Special Tender
P200677,PRD5677,GastroEase Forte,Budesonide,Gastro,Gastroenterology,Syrup,20 mg,100 ml,"8,828.30",27-11-2010,Ahmedabad,Y,12,Active,2025-06-25 07:59:46,2025-03-12 17:11:36,SAP,BATCH_20260313_001,Imported
P200678,PRD5678,PulmoAir Forte,Pembrolizumab,Respiratory,Pulmonology,Tablet,10 mg,1x10,"2,551.34",2012-06-03,Hyderabad,N,18,Active,2023-03-22 11:01:11,2025-06-05 01:25:20,SAP,BATCH_20260313_001,Special Tender
P200679,PRD5679,NeuroCalm Plus,Pantoprazole,Neuro,Neurology,Syrup,500 mg,10 ml,"9,253.47",2011-12-28,Goa,N,18,Active,2024-02-04 20:42:05,2025-03-25 08:53:03,SFA App,BATCH_20260313_003,Imported
P200680,PRD5680,CardioZen Forte,Budesonide,Cardio,Cardiology,Ointment,20 mg,100 ml,"5,155.52",2022-03-07,Baddi,Y,12,Active,2024-11-17 22:26:31,2026-02-12 22:25:29,SFA App,BATCH_20260313_002,
P200599,PRD5599,DermaSoft MR,Metformin,Dermatology,Dermatology,Suspension,100 mg,1x30,"6,296.28",2014-04-28,Ahmedabad,Y,5,Active,2024-07-25 09:38:12,2026-01-20 03:28:27,SFA App,BATCH_20260313_004,Imported
P200347,PRD5347,PulmoAir Forte,Atorvastatin,Respiratory,Pulmonology,Syrup,250 mg,1x15,"7,859.26",2015-06-21,Ahmedabad,N,12,Active,2025-03-01 22:07:47,2026-02-09 10:04:59,SFA App,BATCH_20260313_004,
P200133,PRD5133,InfecCure Forte,Clobetasol,Anti-Infective,Infectious Disease,Capsule,250 mg,1x15,"3,950.53",2012/06/25,Pune,N,12,Active,2023-02-28 12:11:53,2026-03-03 14:48:51,SAP,BATCH_20260313_004,Promo Pack
P200275,PRD5275,GlucoFree OD,Atorvastatin,Diabetes,Endocrinology,Inhaler,5 mg,1x10,"7,476.98",2017-10-21,Baddi,N,12,Active,2024-07-06 18:02:31,2026-01-06 04:56:09,CRM,BATCH_20260313_004,Promo Pack
P200579,PRD5579,DermaSoft OD,Metformin,Dermatology,Dermatology,Syrup,250 mg,100 ml,"4,086.50",2022-12-12,Hyderabad,Y,5,Active,2023-03-29 04:03:39,2026-01-27 17:00:16,Legacy ERP,BATCH_20260313_004,Imported
P200409,PRD5409,OncoRelief Forte,Budesonide,Oncology,Oncology,Suspension,50 mg,100 ml,"6,665.21",2015-05-31,Vizag,N,5,Active,2023-11-28 09:19:29,2026-02-14 07:19:28,SAP,BATCH_20260313_004,Legacy SKU
P200030,PRD5030,PulmoAir MR,Pantoprazole,Respiratory,Pulmonology,Ointment,10 mg,1x30,"7,007.68",2020-09-16,Hyderabad,N,12,Active,2023-09-06 07:16:33,2026-03-06 05:28:29,Legacy ERP,BATCH_20260313_004,Legacy SKU
P200099,PRD5099,CardioZen MR,Metformin,Cardio,Cardiology,Tablet,50 mg,5 vials,"4,019.84",2011-09-28,Ahmedabad,N,5,Active,2025-07-19 01:26:41,2026-01-18 10:55:12,CRM,BATCH_20260313_004,Imported
P200496,PRD5496,GastroEase,Budesonide,Gastro,Gastroenterology,Capsule,20 mg,1x30,"7,846.81",2020-05-07,Baddi,Y,18,Discontinued,2024-04-09 07:52:15,2026-01-20 01:39:58,CRM,BATCH_20260313_004,Special Tender
P200040,PRD5040,NeuroCalm DS,Pembrolizumab,Neuro,Neurology,Capsule,5 mg,5 vials,"5,336.05",2023-07-21,Goa,N,12,Active,2023-03-23 07:32:23,2026-02-15 20:37:41,Legacy ERP,BATCH_20260313_004,
